Смерти/д.н.,ср. кол-во рака в г.,ср. кол-во смертей в г.,ср. кол-во диагнозов/д.н.,медиан. доход,Население графства,% бедности,кол-во исслед./д.н. в округе,ср. возраст в округе,ср. возраст м. в округе,ср. возраст ж. в округе,ср. размер дом-ва,% женатых,% 18-24 без 11 классов,% 18-24 оконч. 11 классов,% 18-24 оконч. бакалавр,% >25 оконч. 11 классов,% >25 оконч. бакалавр,% >16 работают,% >16 не работают,% с частной мед. страховкой,% с гос. мед. страховкой,% раса белые,% раса черн.,% раса азиаты,% раса другие,отн. кол-ва детей к женщинам
172.6,1962.667684,152,453.5494221,46533,63718,15.8,125.5532189,39.5,37.6,42.3,2.44,53.3,20.2,32.7,2.4,28.6,13.8,58.2,5.7,69.7,32.5,91.3969,2.9801,0.5651,1.6766,5.264
154.3,1962.667684,70,453.5494221,46468,75247,20.2,252.5017609,24.7,24.5,25.3,2.49,39.1,2.5,20.3,8.3,17.4,24.1,54.5,5.8,85.4,16.4,83.2609,6.5527,4.5093,1.1117,4.809
164.7,1962.667684,13,453.5494221,48383,5174,12,0,43.9,43.2,45.3,2.28,57.4,12.6,42.1,12.6,36.8,14.1,63.2,4.1,71.5,35.5,96.8184,0.2314,0.5785,0.5592,5.2738
114.3,1962.667684,8,453.5494221,43083,3130,12.1,0,48.8,48.1,49.8,2.1,56.8,22,20.6,14.5,33,12.8,59.7,5.6,75.2,33.5,98.147,0,0,0.0628,10.7584
151.9,1962.667684,20,453.5494221,45443,7039,13.3,0,47.1,43.8,48.5,2.12,58,25.2,31,3.2,32.8,13.1,60.7,6.9,70.5,39.3,95.435,1.245,0,0.0143,10.7031
175.6,1962.667684,118,453.5494221,48460,55691,13,1634.016268,37.7,36.8,39.1,2.42,48.9,14.5,29.4,6.2,33.5,15.2,65,5,70.9,29.1,87.6415,3.2098,2.4814,3.1937,6.8436
160.5,1962.667684,11,453.5494221,56032,4964,8.3,0,42,40.7,43.4,0.0221,65.3,21,18.3,12.3,33.4,15.7,67.5,5.8,84.1,24.7,95.2313,0,1.0552,2.8206,6.6298
171.5,1962.667684,864,453.5494221,51175,511574,14.7,826.8598482,34.6,33.4,35.7,2.59,49.8,15.4,28.8,8.5,26.8,19.7,61.9,6.9,69.2,28,79.5625,9.222,4.2627,2.1505,6.4549
164.4,1962.667684,29,453.5494221,47381,23152,15.7,2850.725639,29.4,29.2,29.6,3.05,47.7,25.7,23.7,2.7,24.8,8.5,66.2,9,61.5,26,59.3796,3.7467,2.9475,29.9304,6.8723
171.6,1962.667684,374,453.5494221,52795,178725,15,274.1642188,38.8,37.4,40.1,2.44,49.5,15.8,31.4,7.5,31.1,18.7,60.2,6.8,71.7,31.9,82.7957,7.874,1.1365,1.924,5.8524
143.1,1962.667684,7,453.5494221,52300,2512,10.9,0,45.7,43.1,48.3,2.21,64.1,6.7,18.7,8.2,33.8,15.9,65.1,1.2,73.4,37.6,97.906,0.079,0,0.158,7.3826
161.6,1962.667684,14,453.5494221,43100,5983,16.2,0,38.4,39.4,36.8,2.14,54.2,25.6,10.1,10.5,33.3,9.8,64.3,4,65.3,36.7,92.7651,1.4371,0,3.7661,7.9044
157.6,1962.667684,13,453.5494221,41303,3704,13.5,0,50.7,50.3,50.9,2.21,60.7,10,37.2,4.8,35.3,13,59.4,3.2,76,39.1,97.4866,0.4278,0.1604,0.0535,8.4639
126,1962.667684,9,453.5494221,45945,4236,14.1,0,43.7,42.3,45.2,2.35,63.1,25.3,21.7,10.7,28.7,17,62.1,2.6,64.7,36.8,95.5787,0.9722,0.4398,1.5741,6.1659
127.9,1962.667684,4,453.5494221,56591,2072,11.5,0,35.7,36.9,33.6,2.58,63.5,21.3,27,3.5,27.4,16.4,71,2.4,76.6,23.8,75.1047,1.0237,0.6049,17.2173,13.964
148.2,1962.667684,10,453.5494221,59773,5806,9.7,0,34.9,34.3,37,2.84,68,38.7,29,14.8,35.6,12.7,64.4,3,69.7,25.2,84.8579,0.5544,0.2772,12.2141,4.2504
170.1,1962.667684,53,453.5494221,52476,23535,13.3,2846.823879,40.8,39.4,41.7,2.55,56.3,20.4,31.1,5,35.9,14.1,58.2,7,72.7,30.8,94.3777,0.8926,0.2242,0.7234,6.5936
150.3,1962.667684,14,453.5494221,59160,6951,9.6,0,42.1,41.9,43,2.59,61.2,10.8,40.7,3.1,38.9,16.1,60.9,6.2,80.9,25.7,96.3985,0.2287,0.243,0.1715,4.1116
175.5,1962.667684,4,453.5494221,49109,1518,12,0,41.8,43.4,38.8,2.52,60.1,25.6,22.2,13.3,32.9,19.6,,5.4,75.3,26.8,99.4984,0,0.0627,0,8.3333
172.4,1962.667684,18,453.5494221,43264,5598,10.8,0,46.3,44.1,48.4,2.27,62.5,14.8,19.9,20.4,38,13.2,64.5,3.1,74.4,33.9,97.2212,0.7562,0.1759,0.2814,5.9615
171.1,1962.667684,23,453.5494221,39764,8856,16.7,0,43.8,42.1,46.1,2.37,53.2,20,34.4,9,36.8,9.9,56.2,6.5,60.1,40,94.6253,0.1545,0.6291,0.6843,6.2108
221.8,1962.667684,326,453.5494221,37087,163369,24.4,214.2389315,33.3,32.4,34.2,2.71,41.7,24.7,33.7,6.8,32.9,10.7,58.7,11.2,51.4,35.3,61.711,24.2802,3.4532,6.4531,6.3776
174.8,1962.667684,22,453.5494221,45368,7808,14.3,0,41.7,40.4,42.7,2.37,59.5,12.7,30.5,6.7,39.1,10.5,59,5.9,67.7,37.6,95.1494,0.114,0,0,8.419
180.2,1962.667684,37,453.5494221,44199,16398,17.4,0,35.9,34.1,37.4,2.53,45.6,5,22.8,8.7,41,12.7,57.3,7.3,69.3,32,90.573,4.0943,0.3367,0.4028,6.0129
197.8,1962.667684,15,453.5494221,51676,4823,12.4,1451.37881,44.9,45.3,44.7,2.38,61,26.2,24.4,4.3,36.6,11.7,62.1,3.1,73.8,34.3,95.9539,0.3354,0.4612,0.2516,8.4175
178.3,1962.667684,67,453.5494221,46942,27103,17.8,701.0294063,39.3,38.5,40.5,2.38,54.3,13.8,37.4,4.4,33.9,12.4,61.4,6.8,66.2,34,91.8902,1.7008,0.1788,3.9308,7.1206
166.6,1962.667684,34,453.5494221,38430,14712,18.4,4282.218597,37.3,34,40.7,2.54,53.2,12.6,28,3.9,31.2,13.9,57,3.3,65.8,37,93.0799,3.5242,0.8709,0.1485,12.1599
184.2,1962.667684,26,453.5494221,45781,9776,17.3,306.8739771,42.5,41.4,43.5,2.38,56.5,21.4,28.3,13.5,39.8,12.1,60.3,4.5,66.7,37.9,86.002,1.751,0.5668,0.1619,7.9745
175,1962.667684,126,453.5494221,60123,66741,11.3,973.9140858,37.8,36.5,38.7,2.63,56.2,15.8,29,7.3,26.8,18.6,61.6,5.6,76.6,26.5,93.5665,2.0426,0.9396,0.401,5.7062
177.8,1962.667684,8,453.5494221,47025,2679,13.2,0,46.2,45,47.6,2.34,54.4,15.9,47.7,6.8,33.5,16.5,54.1,2.9,72.9,35.3,95.7752,0.8817,0,0.4409,5.0314
194.2,1962.667684,13,453.5494221,39120,3402,16.4,0,49.1,46.8,51,2.21,59.8,19.1,42.7,1.7,36.1,13.2,52.7,5.1,62.5,43.2,88.3807,0.5682,0,0,2.6132
150,1962.667684,9,453.5494221,41797,2679,11.5,0,49.6,46.4,52.5,2.09,61.8,21.4,18.5,12.7,31.5,16.9,59.7,1.9,79.7,33.5,94.7054,0,1.1559,3.2438,10.7759
153.7,1962.667684,6,453.5494221,47650,2096,13,0,44.4,42.2,44.8,2.25,57.7,19.6,33.1,12.8,26.1,23.5,61.8,1.4,75.3,29.5,91.655,1.0256,0.7459,1.7249,6.747
169.2,1962.667684,24,453.5494221,53131,8347,10.9,0,42.2,41.1,44.1,2.45,62.3,7.7,26.5,15.2,33.7,16,63.2,1.9,80.2,33.8,96.7106,0.6056,0.5463,0.2019,6.7443
209.6,1962.667684,7,453.5494221,45353,1843,11.4,0,45.7,43.8,49.2,2.48,60.2,32.2,36.5,5.2,28.4,17.2,63.2,5.4,74.6,32.2,97.9602,0,0.5473,0.995,4.6647
184.4,1962.667684,85,453.5494221,45180,35788,15,1900.078239,38.2,36.5,40,2.48,51.9,12.8,32.3,8.9,30.5,12.7,55.4,7,69,34.4,87.7186,3.168,1.6104,1.8931,7.4046
214.7,1962.667684,13,453.5494221,41434,2932,13.9,0,52.3,51.9,52.8,1.91,54.4,11.3,40.6,18.1,37.6,18.5,57.1,3.8,67.8,40,96.5232,0.4131,0,0.4131,7.1274
181.2,1962.667684,52,453.5494221,47493,19303,11.1,0,41.7,41.2,42.3,2.45,58.6,12.4,44.1,4.7,36,13.6,58.1,6.7,74,34.5,94.5019,0.5175,0.2921,0.7993,6.5655
160.3,1962.667684,16,453.5494221,47599,7797,15,0,38.8,37.3,40.5,2.32,55.3,7.3,31.7,4.1,38.7,11.3,59.5,5.8,69.8,29.5,91.7292,3.69,0.2418,0.0891,4.6857
153.7,1962.667684,138,453.5494221,49246,118053,19.4,660.720185,28.8,28,29.7,2.43,39.5,2.8,13.1,13.9,20,26.3,,6,79.3,19.6,84.2929,3.9994,4.4074,0.6071,4.1469
208.3,1962.667684,9,453.5494221,49256,2968,10.5,673.8544474,45.2,45.2,45.3,2.27,60.9,16.3,29.2,14.4,30.7,15,61.3,2,68.1,30.6,93.7813,0.9027,0.3009,3.4437,4.2105
215.9,1962.667684,12,453.5494221,36471,2605,17.4,0,50.4,49.1,52.2,2.1,60.3,6.5,59.7,4.8,35.3,11.8,50.7,5.3,66,45.5,94.372,0.7827,0.41,0.4473,3.0501
146.4,1962.667684,48,453.5494221,49508,29029,13,723.4145165,32.2,31,33.8,2.35,45.1,2.9,17.7,9.8,27.7,21.9,68.6,4.5,80,24.3,94.2917,1.1451,1.3865,1.014,3.9776
149.6,1962.667684,15,453.5494221,46961,6343,12.4,0,44.2,41.1,48.8,2.08,51,20.9,27.9,8.4,32.2,15.2,51.7,4.3,78.3,31.7,90.2808,3.8378,0.3276,1.7005,7.7735
150.1,1962.667684,43,453.5494221,48609,37118,18.8,377.1754944,30.4,29.3,31.4,2.9,52.6,26.7,33.9,3.8,23.1,12.4,70.1,4.6,64.5,28.8,75.7062,2.3268,4.0449,14.1303,8.1865
153.9,1962.667684,46,453.5494221,51144,34536,15,1968.959926,30.9,30.5,31.2,3.04,54.8,19.7,44.5,2.5,23,12.8,64.8,6.4,62,26.6,87.9616,2.3132,1.3165,5.6807,7.8092
175,1962.667684,52,453.5494221,50745,25609,13.3,0,39,36.9,40.5,2.56,58.8,10.9,37.2,4.1,36.1,14.4,,6.9,75.9,29.5,92.9057,1.1766,0.2446,2.1318,7.5829
213.6,1962.667684,48,453.5494221,41193,37030,13.9,0,26.2,25.5,27,2.83,59.5,8,43.3,4.8,29.8,13.7,48.8,9.2,76.1,25.1,70.0981,16.5901,3.1778,1.3565,8.9817
200.2,106,46,469.7,31558,19027,26.3,0,41,39.1,42.5,2.5,50.9,9.5,25.6,4.7,36.3,9.3,49.8,7.7,56.1,40.9,95.0562,2.8008,0.3395,0.4084,4.5465
195.1,101,47,425.8,39801,20640,19,0,40.3,39.6,42,2.59,58.2,20.8,45,1.6,36,7.7,53.3,9.2,59.5,36.7,96.5168,1.3559,0.4569,0.8303,3.7861
191.3,51,22,460.2,44732,8212,16.8,0,42.8,41.5,44.2,2.48,54.8,8.7,34.9,7.6,39.4,8,52.8,6.2,61.5,40.8,94.3677,3.3794,0.5935,0.0484,6.106
192,258,102,502.2,37666,43570,19.5,183.6125775,40.4,39,42,2.48,55.8,20.7,39.6,4.7,41.5,9,54.8,7.6,60.6,39,93.1299,4.2097,0.5335,0.4659,5.4867
238.5,79,33,564.2,34126,12228,22.7,0,40.4,39.5,40.7,2.76,51,22.4,33.2,2.3,39.2,9.1,43.8,14,51.7,46.2,96.1012,1.6363,0.0167,1.0102,4.9908
223,177,80,493.5,24868,27337,33.5,0,41.1,39.2,42.5,2.44,46.6,20.6,46.4,2.3,35.6,5,35.4,11.6,39.7,57.6,95.0054,3.2093,0.322,0.0322,3.3814
175.7,526,183,483.6,66939,127712,8,0,36.2,35.7,36.6,2.77,58.2,13,36.9,12,28.1,20.1,66.9,5.6,80.2,21.8,91.7371,2.9956,2.3809,0.9052,5.2896
176.5,120,45,490.8,42812,20116,19.2,0,41.1,40,43.3,2.51,49.1,16.7,42.5,6.1,36.7,10.9,56.2,9.9,65.3,35.3,89.9815,7.1304,0.2099,1.8988,4.047
198.2,332,130,525,40224,48325,23.1,269.0118986,41.9,40.5,43.4,2.41,51.7,22.2,32.7,3.6,35.9,10.3,46.3,10.5,61.7,42.4,94.7442,2.7271,0.4007,0.1308,4.6362
179.1,176,68,492.9,41538,29809,17.5,0,41,38.8,42.8,2.42,48.3,10.8,32.1,5.1,35,11.8,50.9,7.1,65.3,38.4,88.9853,6.9212,0.8099,0.3301,4.9103
236.8,61,23,639.7,41910,8321,18.6,0,41,39.8,41.5,2.54,53.4,22.3,35.6,0.7,43.4,9.2,,8.3,66.7,37.4,98.9318,0.0237,0,0.9139,6.53
232.3,87,38,522.1,28647,13484,33,0,40.7,39.4,42.9,2.41,48.7,19.9,39.5,1.1,34.3,5.1,38.1,12.4,37.7,58.1,97.6529,0.4856,0.4341,0.0147,6.2301
199.5,126,51,490,41547,20018,19.2,249.7752023,42.5,41.1,43.8,2.71,56,23.1,41.3,3,44,5.1,48.2,11.5,62.3,39.8,95.5585,2.3229,0.1196,0.3838,7.7652
174,407,126,536.2,54924,78702,12.3,216.0046759,39.3,38.5,39.7,2.71,53.7,10.7,45.7,5.9,40.8,9.2,,7.6,77,29,96.5281,0.4795,0.5236,0.4652,4.7637
202.9,72,32,460.2,35219,12938,20.6,0,41.2,40.1,42.1,2.44,53.6,29,40.2,3.3,43.3,4.5,48.9,6.1,54.5,43.4,98.1379,1.1843,0,0.4675,5.2326
224.7,92,40,525,42640,12681,18.2,0,42.6,42.3,42.9,2.39,55.2,7.7,60.2,5.8,44.9,7.7,52.4,8.7,60.5,42.1,92.6555,5.8241,0.0468,0,7.9129
198.6,507,194,518.7,52349,92066,13.2,65.17063846,37.3,35.9,38.5,2.49,47.2,9.4,28.7,12.7,31,18.2,62.4,6.8,72.4,28.3,93.6387,3.2118,0.8122,0.6373,4.9433
213.4,37,16,534.8,40701,4874,17,0,42.3,41.5,43.1,2.39,58.4,15,36.5,1.9,38.2,7.9,52.4,6.8,55.9,43.2,96.569,1.565,0.0803,0.0602,5.5402
217.3,60,26,503.6,43615,10699,20.4,0,36.9,35.3,38.8,2.63,45.9,18.5,60.8,4.7,44,6.3,51,13.2,54.9,39.3,92.7331,2.5762,0.0739,2.3361,5.6175
232.1,176,76,541.3,34991,27158,23.9,0,40.1,38.9,41.2,2.54,51.9,14.4,33.3,5,41.4,7.9,45.5,11.1,54.3,41.7,97.958,0.8197,0.1354,0.0732,4.0456
254.3,103,52,501.8,29344,15808,30.6,0,42.1,40.8,43.3,2.44,58.7,17.9,25.2,0.7,37.4,5.1,46.6,9,48.3,44.4,97.1919,0.796,0.2507,0.3009,5.1487
183.6,296,115,469.2,36736,73309,21.6,0,28.5,26.6,31.1,2.67,51.1,12.2,45.7,2.8,32.7,10.4,43.5,12.7,64.8,32.7,72.4538,19.8506,1.4375,0.8873,8.7226
210.6,219,89,522.6,49012,35757,16,0,41.7,39.6,43,2.49,52.6,13.7,38.3,5.5,35.2,13.8,55.8,7.9,64.4,37.2,92.9411,5.25,0.5721,0.2188,4.2933
240.8,67,32,521.3,28341,10174,25.7,0,40.7,40.7,40.8,0.026,51.5,20.7,32.8,6.1,36.2,4.7,43.8,9.3,50.3,48.4,97.1044,0.5693,0.2258,0.7852,4.913
211.2,55,27,435,38338,9183,20.3,108.8968747,43,42.4,43.8,2.4,57.4,17.9,53,8.1,37.9,7.2,49.7,7.1,61.7,38.2,97.4084,1.2253,0.0434,0.0867,4.3501
185.7,53,19,562.7,29067,6759,27.8,0,44.8,44.4,45,2.45,51.3,35.6,45.3,5.6,39.1,9.6,44.3,10.2,49.7,45.9,94.8435,2.9675,0.2644,0,2.8264
199.4,597,234,524.8,43390,99259,15,90.67187862,39.1,37.2,40.7,0.0248,52.7,11.3,33.4,7.6,37.8,11.8,57.2,6.8,68.6,35.8,91.5476,4.5165,0.9147,0.5511,4.9704
202.5,76,32,490.6,38544,12007,19.9,0,42.5,41.3,43.7,2.51,56.6,19.8,39,9.5,42.1,8.7,47.3,8.9,63,40.2,97.2408,1.4705,0.1322,0,2.5631
163.8,32,16,343.2,30556,7648,32.4,0,41.7,40.7,44.7,2.44,46.8,21.8,34.8,4.8,42,4.4,32.4,6.2,48.5,51,97.0874,2.4466,0.0518,0.2589,7.3529
258.6,98,47,549.3,30333,14375,29.8,0,42.7,42,43.8,2.49,52.2,14.8,57.4,2.2,48.6,4.3,42,11.8,49.2,51.2,97.9069,0.1382,0,0,4.6349
176,1395,490,496,48552,314488,19.8,241.662639,34.1,33.1,35.1,2.35,43.3,7.3,21.3,14.6,20.6,23.6,63,6.9,72.4,26.4,76.0387,14.5343,3.5273,2.6707,4.845
248.2,257,114,550.3,30127,37756,31.1,0,40.5,38.8,42.3,2.45,50.1,16.2,40,5.1,34.7,6,38.1,9.7,46.2,53,97.9482,0.8047,0.2743,0.0492,4.7325
215.7,297,127,512.2,49400,50375,12.9,0,40.7,40,41.8,2.28,46,11.7,35.6,7,31.8,16.5,55.7,8.7,71.9,32.5,82.8318,10.4906,1.6051,1.7216,4.4252
240.2,47,24,495.8,30671,6238,31.2,0,42.8,39.3,45.7,2.33,47.1,26.2,31.5,1,34.8,7.9,43.6,12,54.5,49.1,72.2049,25.0701,0.1401,0.2647,5.1362
234.4,44,20,516,45483,8636,16.7,0,37.8,38.3,36.6,2.73,53,12.7,66.2,3.9,44.2,7.1,58,6,59.7,33.6,94.1286,1.1206,0.607,2.4396,9.8627
204.6,105,42,516.6,43647,17237,18,0,41.8,41.2,42.9,2.55,58.6,19.3,40.7,6.1,38.8,9.9,52.5,11.4,61.6,37.7,95.9001,1.2724,0.1237,0.5832,5.5673
205.4,123,48,513.7,46226,24757,16.9,40.39261623,36.7,35.3,37.7,2.91,54.9,10.5,48.3,5.1,44.8,7.7,55.3,6.8,67.3,34.5,94.8561,0.3162,0.0243,2.3754,7.7082
201.1,232,97,502.7,39247,37421,17.7,0,40.3,39.2,41,2.56,53.9,15.7,28.8,4.1,36.7,10.5,53.8,7.2,61.5,39.5,91.9471,5.0184,0.3386,0.6346,4.7543
230.6,171,73,544.2,35726,26221,21.7,0,39.7,39.2,40.4,2.6,55.1,18.3,42.8,2.9,42.2,4.5,50.6,9.3,57.5,42.6,95.9886,1.1538,0.1961,1.1,4.79
195.3,65,31,435.4,33640,11010,21.5,0,44.2,43.1,45.9,2.46,55.3,20.9,43.5,7.7,46,6.2,49.1,9,59.7,42.9,94.6901,3.0406,0.6279,0,5.0955
211.9,257,104,531.3,42452,36068,16.4,0,42.9,41.5,44.2,2.54,56.3,10.7,38.9,3.7,37.4,10.9,,10.1,61.9,41,97.0146,0.7786,0.4112,0.1206,4.2864
223.6,41,22,417.3,50358,8692,13.8,0,41.6,39.7,42.3,2.62,57.2,12.3,26.9,3.2,46.8,7.2,54.3,5.9,70,36.2,96.7932,1.292,0,0.1961,3.9071
202.2,526,205,512.4,50407,106439,14.3,112.7406308,35.7,34,37.7,2.58,52.8,10,39.4,6.5,32.1,13,55.3,8.2,72.2,33.7,79.824,11.6908,2.2794,0.9579,5.8225
277.1,182,98,504.8,26351,27703,34.2,0,41,39.6,42.2,2.43,52.7,27.7,31.5,2.6,35.6,6.6,36.1,9.8,45.2,53.4,95.4085,2.4824,0.3838,0.5986,3.258
196.4,113,45,500.9,41406,18763,18.5,0,41.9,40.2,42.7,2.57,48.8,29.6,37.4,6.7,42.5,9.1,49.1,8.1,59.2,36.7,94.6268,2.1182,0.1019,1.3138,3.4845
243.5,115,54,519.5,38038,18454,23,0,40.9,40.3,41.7,2.49,56.7,35,45.5,1.3,41.3,5.9,48.1,9.6,54.2,42.2,93.265,4.7069,0.2278,0.244,8.9862
202.4,259,110,477.1,43040,46407,18.1,0,40.1,39,41.2,2.41,51.3,22,34.4,5.8,36.6,10,,8,65.5,38.2,88.5184,7.2183,0.375,1.1898,5.0596
233.2,104,43,564.5,43799,15620,18.3,256.0819462,41.3,39.5,42.9,2.57,54.1,26.4,47.6,1.4,44.6,6.9,58.2,6.6,65.2,37.7,93.3161,3.4875,0,1.6564,5.43
197.8,30,14,429.2,41588,4612,18.4,0,47.7,47.3,47.8,2.29,50.9,16.5,39.4,0,41.2,5.3,45.2,8.8,58.9,45.7,88.2415,9.1102,0.5508,0.1059,8.5714
196.7,286,117,492.4,42477,46222,16.9,281.2513522,40.8,39.3,42.2,2.45,53.7,17.1,38.4,5,39.5,8.5,52.3,6.7,65.9,34.9,90.1307,5.9439,0.4729,0.4858,4.6518
261,88,40,561.4,29090,13352,26.8,2771.120431,39.8,39.2,40.5,2.39,59.2,23,32.5,3.5,43.4,4.3,37.3,12.3,44.8,47.5,99.693,0.0449,0,0,6.8387
191.1,4320,1623,519.9,48264,763623,16.8,409.8881254,37.9,36.4,39.7,0.0241,43.7,15.2,31.3,10.3,27.5,18.3,60,8.4,69.2,33.1,72.9338,20.7367,2.4456,0.7305,5.5842
186.9,244,91,500.6,51227,51961,14.7,38.49040627,37.4,35.8,38.1,2.65,55.1,15.1,32.6,9.1,28.9,16.2,58.9,8.8,68,32.7,92.2508,3.5984,1.1445,0.7133,5.5533
246.4,139,69,507.4,34271,23175,25.6,129.4498382,40.9,40.5,41.6,2.53,57.1,20.6,32.3,0,37.3,5.5,38.4,9.1,48.8,51.8,97.8672,0.4154,0.6767,0.2099,5.0226
195.8,788,311,487,54728,165012,15.5,430.2717378,36.4,35.6,37.4,2.58,46.6,16.9,31.9,11.1,29.4,18.6,62.5,7.7,70.6,29.6,90.3624,4.5679,1.2159,1.3883,6.5898
216.8,87,41,457.3,27709,15693,33.7,0,40.8,40.3,41,2.57,49.2,17.4,23.4,2.1,35.1,6.2,36.5,14.6,47.1,51,97.625,0.8188,0.0438,0.0688,6.4151
224.6,209,85,560.5,26048,31730,34.9,0,39.2,37.8,40.7,2.5,47.5,20,45.2,1.1,40.7,5.5,37.8,15.7,40.3,55.5,97.2744,1.1569,0.0283,0.0283,4.864
192.6,86,35,505.2,40312,14241,18,0,40.6,39.5,42.7,2.6,49.4,9.6,47.8,4,43.1,6.7,50.8,9.3,57.7,46.8,92.4447,3.4985,0.3251,1.8093,5.0393
216.7,345,138,531.7,34678,60094,24.7,0,38.5,37.8,39.4,2.54,52.9,16.1,42.1,5.7,37.9,6.8,47,12.4,53.3,43.8,97.2017,0.8636,0.5573,0.1004,5.76
269.2,98,49,524.8,32835,15745,25.9,1397.268974,40.3,39,41.3,2.6,57.2,19.8,39.7,1.5,41.5,6.2,42.6,7.8,54.3,43,98.1544,0.1517,0.5689,0.0379,3.7534
275.9,48,25,528.6,25473,6752,35,0,41.9,39.9,45.1,2.2,44.6,32.8,35.8,0,42.5,3.4,29,12.2,41.5,52.4,96.9518,0.9411,0.5057,0.014,2.7315
262.7,76,36,558.3,27777,10711,33,0,42,40.6,42.8,2.59,49.5,23.4,51.5,0,33.8,5.3,31.7,17,46.5,51.5,98.5723,0.682,0.0364,0.5001,3.2376
226.5,156,67,527.4,28574,23123,30.1,129.7409506,41.6,41,42.8,2.44,55.2,24.7,28.5,1,36.1,7.1,38,12.6,47,52.3,98.3397,0.1901,0.6464,0.1479,5.6184
239.3,81,39,492.5,30217,13682,34.4,0,40.8,40.5,41,2.54,55.1,24.3,40.3,1.7,42.2,5.4,42.2,8.4,49.1,47.6,98.2234,0.2611,0.0725,0.4786,3.7779
199.1,152,59,523.1,35368,24463,27.6,81.75612149,40.3,39.1,41.9,2.48,53.9,14.9,47.3,0.5,44.5,6.6,47.4,10.5,55.7,42.4,95.7874,2.6819,0.3225,0.249,7.4991
211.7,78,30,578.6,42892,9316,14.1,0,45.9,45.6,46.2,2.44,61.1,22.7,43.6,2.5,46.9,4.9,49.8,6.7,67.4,40.9,97.69,0.1916,0.4045,0.0106,1.4181
206.8,175,68,538,41150,26910,16.9,0,40.5,39,41.8,2.44,52.2,20.3,43.8,4.8,40.3,8.3,49.4,7.7,60.1,39.2,90.5106,6.4132,0.0223,0.7449,4.8974
202,63,27,482.7,43067,8306,15.4,601.9744763,49,45.5,52.2,2.19,46.9,19.7,59,1.7,39,10.3,36,7.6,70.1,40.9,91.6448,6.189,0.4285,0.2261,2.5984
168.9,409,150,484.1,41216,65018,17.5,415.2696176,42.5,41.2,43.7,2.33,49,17.2,35.6,4.6,31.3,13.6,55.2,6.1,65.2,37.9,85.2969,10.7617,0.902,0.4097,5.2821
265.8,107,51,547.8,24265,17878,47,0,38.8,37.2,40.4,2.56,47.4,19,48.9,0,40.5,3.2,30.4,19,42.5,57.2,90.7505,5.9886,0,0.6889,1.55
215.1,65,28,525.3,42288,9512,16.9,0,41.8,40.1,43,0.025,60.1,13.6,40.1,5.5,39.9,6.1,52.4,8.4,63.9,41.9,97.7789,0.4421,0.2737,0.0316,7.1288
205,423,164,523.5,44358,87824,19.7,0,33.9,33.2,34.8,2.49,44.8,5.7,24.8,9.2,29.5,16.7,56.7,8.6,68.2,31.4,91.8568,4.4514,0.9122,0.4077,4.7615
221.5,81,31,554.7,29421,12808,30.2,312.3048095,41,39.9,41.7,2.57,52.6,13.1,44,0.5,37.8,3.9,35.3,12.2,44.6,53,99.8459,0.0848,0,0,5.9552
193.4,110,44,510.2,39089,19365,21.8,0,38.8,38,39.6,2.51,49.9,15.9,48.5,2.6,44.8,8.1,50.7,9.2,65.5,37.3,88.5175,8.7792,0.8521,1.0144,7.0249
185.3,221,85,496.5,45596,31101,13.1,0,44.9,43.7,46.1,2.43,59,23.5,37.1,8.1,41,9.3,,7.7,68.2,39.7,98.1207,0.4265,0.2758,0.0353,4.0068
270.4,71,36,529.6,27484,12307,40.6,0,38.1,35.6,41.8,2.57,51.4,19.8,52,0.2,39.5,2.5,23.9,20.6,39.2,56.5,94.3472,4.7265,0.0079,0.3167,4.3675
225.1,147,60,538.4,52377,27924,12.6,0,36.7,36.9,36.5,2.73,57.1,20.1,47.6,3.2,39.8,8.4,,11.5,67.9,35.6,92.1335,3.8834,0.8145,0.3505,6.9565
229.5,43,19,548.3,30828,6358,27.1,0,41.6,40.6,42.8,2.56,53,14.4,48.9,7.5,39.1,6.5,42.4,14.7,51.2,48.9,96.5158,0.4099,0.2522,1.8446,4.848
206.3,143,57,536.1,43945,21407,17.6,0,42.6,40.7,44.7,0.024,56.4,11.9,46.8,3.6,38.8,10.9,54.4,11.5,66,38,92.8498,3.7672,0.4732,1.0824,5.6756
218,63,28,492.1,30460,9909,25.2,0,43.4,42.2,44,2.51,58.4,17.7,35.2,2.8,40.9,6.1,50.3,7.4,51.8,44.6,95.1327,1.2819,0.3305,1.8528,11.4699
227.9,74,33,511.5,30172,10667,26.2,0,42.7,40.2,44.3,2.39,55.9,16.3,42.3,2.2,41.8,8.1,46.2,9.5,55.3,48.3,95.5876,2.5639,0.1208,1.0033,3.581
205.9,152,61,518.9,41139,27608,20.8,470.8780064,38.8,36.7,41.1,2.61,48.4,21.7,39.1,4.6,39.1,10,51.1,10.4,59.6,39.1,94.3645,2.9779,0.0258,1.2552,5.746
242.8,77,36,498.8,30872,13275,30.4,0,40.7,39.4,42.9,2.45,51.9,23.5,40.2,0.9,36.2,6.6,,9.6,47.3,51.8,94.2881,3.2321,0.3053,0.2234,6.7424
207.1,190,85,472,38916,31183,21.6,0,41.5,39.5,43.1,2.6,55.2,20,42.2,3.4,42.1,5,45.3,10.3,60.5,40.3,92.59,5.2669,0.2268,0.0894,5.4304
